id,company,logo,description,site,address,size,phone,email
11,Công Ty TNHH Công Nghệ Dịch Vụ Giao Dịch,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/BFZe5jCbbb9cfkGZIosHKrEnX0QqOMtz_1675219054____d9ae9d147b48b275c44489a7560170f6.png,"Transaction Technologies Limited TTL la công ty phần mềm chuyên cung câp giai phap cho cac đinh chê tai chinh tai cac trung tâm tai chinh Với trụ sở chính tại Hong Kong và các văn phòng tại Việt Nam, Quảng ChâuTTL chuyên phát triển các sản phẩm, ứng dụng phân mêm tài chính, trong đó bao gồm hê thông giao dich chứng khoán, hơp đông tương lai, quyên chon, hệ thống thanh toán, ưng dung Internet  Intranet va phat triên các trang web, TTL đã phát triển hê thông xư ly cac giao dịch, các hệ thống thông tin, hê thông quản lý công việc cho cac tổ chức tài chính Cac dich vu chuyên cung câp bơi TTL bao gồm tích hợp hệ thống, thực hiện dự án, phát triển hệ thống, và các dịch vụ tư vấn",https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-dich-vu-giao-dich/34458.html,"Lầu 5, 456-458 Hai Bà Trưng, P. Tân Định, Q.1, TP.HCM",25-99,098 1361942,vugiaodich@gmail.com
12,Viễn thông Thành Phố Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/vien-thong-thanh-pho-ho-chi-minh-5fa260dc6be30.jpg,"Viên thông TP HCM VNPT TPHCM la đơn vi trưc thuôc Tâp đoan Bưu chinh Viên thông Viêt Nam VNPT chuyên cung cấp các dịch vụ viễn thông, công nghệ thông tin hàng đầu tại TPHCM, bao gồm di động, băng rộng, cố định, truyền hình, truyền dẫn, các dịch vụ giá trị gia tăng và giải pháp CNTT",https://www.topcv.vn/cong-ty/vien-thong-thanh-pho-ho-chi-minh/47884.html,"125 Hai Bà Trưng, P. Bến Nghé, Q. 1, TP. Hồ Chí Minh",1000+,098 9672912,hochiminh@gmail.com
13,CÔNG TY TNHH CLOUD ACE,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/5IDdtrnp73FHDPOU6ouekh2eZohAmOGN_1633144773____66e46b1c535127a656599db8b0fe1064.PNG,"Cloud Ace là Google Premier Partner, Managed Service Provider và Google Cloud Authorized Training Partner đầu tiên tại Việt Nam và có trụ sở tại Nhật Bản, Là doanh nghiệp đi đầu trong lĩnh vực phát triển công nghệ Google Cloud tại Nhật Bản, Việt Nam, có lượng khách hàng lớn và đội ngũ nhân viên giàu kinh nghiệm Chúng tôi cam kết sẽ đáp ứng được mọi nhu cầu của khách hàng Bao gồm thiết kế hệ thống hay các giải pháp về Cloud sử dụng những công nghệ tiên tiến nhất, Dịch vụ cung cấp Google Cloud Platform, Google Maps Platform, Google Workspace, Google Cloud Training",https://www.topcv.vn/cong-ty/cong-ty-tnhh-cloud-ace/76720.html,"Trụ sở: Tòa Nhà H3, Lầu 1, 384 Hoàng Diệu, Phường 6, Quận 4, TP. HCM | Chi nhánh: Tầng 2, Toong Hoàng Đạo Thúy, quận Cầu Giấy, Hà Nội",25-99,098 6473193,tnhhcloudace@gmail.com
14,Công ty TNHH Volio Việt Nam,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-volio-viet-nam-60c026311c6ea.jpg,VOLIO VIETNAM là một công ty công nghệ chuyên phát triển các ứng dụng và trò chơi điện thoại di động trên 2 nền tảng chính là Android và iOS VOLIO đạt mốc 50 Triệu lượt tải sau 2 năm hoạt động với nhiều ứng dụng đạt TOP 1 trên thị trường Việt Nam cũng như thế giới Mục tiêu của VOLIO là trở thành công ty công nghệ hàng đầu Việt Nam trước năm 2022,https://www.topcv.vn/cong-ty/cong-ty-tnhh-volio-viet-nam/69228.html,"35 Lê Văn Thiêm, Thanh Xuân Trung, Thanh Xuân, Hà Nội",25-99,098 7948987,voliovietnam@gmail.com
15,Công ty TNHH Gameloft,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/GeO9EYh32ZKsoPISXztSiTZTCPNfvsQd_1677645231____6ee1e69d65190dfe36c923829936f7c3.png,"ABOUT GAMELOFTLeader in the development and publishing of games, Gameloft has established itself as a pioneer in the industry, creating innovative gaming experiences for over 20 years Gameloft creates games for all digital platforms, from mobile to crossplatform titles for PC and consoles Gameloft operates its own established franchises such as Asphalt, Dragon Mania Legends, Modern Combat and Dungeon Hunter and also partners with major rights holders including LEGO, Universal, Illumination Entertainment, Hasbro, Fox Digital Entertainment, Mattel, Lamborghini, and Ferrari Gameloft distributes its games in over 100 countries and employs 3,600 people worldwide Every month, 55 million unique users can be reached by advertisers in Gameloft games with Gameloft for brands, a leading B2B offering dedicated to brands and agencies Gameloft is a Vivendi companyAll trademarks referenced above are owned by their respective trademark owners, GOOD REASONS TO JOIN US, WHAT WE OFFER, JOIN THE GAME, We welcome the best and most passionate talents around the world",https://www.topcv.vn/cong-ty/cong-ty-tnhh-gameloft/132726.html,"TP.HCM: Tầng 7-8-9, Tòa nhà Pax Sky, 26 Ung Văn Khiêm, phường 25, quận Bình Thạnh, TP.HCM | Hà Nội: Tầng 3-4, Tòa nhà Lilama 10, phố Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",500-1000,098 4933265,tytnhhgameloft@gmail.com
16,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ NT,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/0yAPghzTSnK1nfl4d8AbJVYZdYz7v3Gp_1676954761____0edabc4fe29afb05db26e4cb47be2a39.jpg,"NT là Công ty cổ phần, được thành lập từ 2005 tại Hà Nội, hiện tại hoạt động trong lĩnh vực cung cấp thiết bị và tích hợp giải pháp viễn thông và IT networking, chuyên sâu về các hệ thống thông tin vô tuyến bộ đàm, hệ thống camera giám sát CCTV, mạng LAN, hệ thống truyền dữ liệu vô tuyến, các hệ thống viễn thông trong nhà máy, khu công nghiệp với mục tiêu tập hợp và xây dựng một tập thể các thành viên có năng lực, trình độ và tâm huyết, tạo ra môi trường làm việc năng động, gắn kết để phát triển công ty chuyên nghiệp và lớn mạnh, có bộ máy quản trị điều hành vững vàng để sẵn sàng tiếp cận và tìm kiếm các cơ hội kinh doanh, phát triển mới, Qui mô công ty 3550 nhân viên, trụ sở ở Hà Nội, Doanh thu hàng năm  200 tỷ, NT LÀ NGÔI NHÀ CHUNG GẮN BÓ MỌI NGƯỜI CÙNG LÀM VIỆC CHO MỤC TIÊU PHÁT TRIỂN CỦA CÔNG TY VÀ CƠ HỘI HỌC HỎI  THÀNH CÔNG CỦA CÁ NHÂN",https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-va-phat-trien-cong-nghe-nt/134426.html,"Tầng 2, E4-CT3, tòa nhà Yên Hòa Parkview, Phường Yên Hòa, Cầu Giấy, Hà Nội",25-99,098 6284589,congnghent@gmail.com
17,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/kpvUt6tWEVPX2B1aUcN3yG99SZCk6hyM_1661790028____acdb04d852c940425e3136343cdb63ee.jpg,"Hệ thống Đào tạo Mỹ thuật Đa phương tiện FPT Arena trực thuộc Tổ chức giáo dục FPT được thành lập từ năm 2004 nhằm đáp ứng nhu cầu nhân lực chất lượng cao chuyên ngành Multimedia Design, thiết kế đồ họa Đây là môi trường học tập sáng tạo và đổi mới, mang đến cho sinh viên sự trưởng thành về nhân cách và năng lực
Hiện nay để đáp ứng nhu cầu phát triển, chúng tôi mong muốn tìm kiếm các ứng viên có Tâm huyết, Tài năng, Trình độ để chung tay xây dựng một môi trường giáo dục đích thực
Thông tin tuyển dụng nhân sự cho cơ sở TPHCM",https://www.topcv.vn/cong-ty/phan-hieu-truong-dai-hoc-fpt-tai-thanh-pho-ho-chi-minh/33237.html,"Lô E2a-7, Đường D1, Khu Công nghệ cao, Phường Long Thạnh Mỹ, Quận 9, Tp.HCM",500-1000,098 1540433,hochiminh@gmail.com
18,Công ty Cổ phần Công Nghệ Vũ Thảo,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-vi-tinh-vu-thao-5d42b326ada9e.jpg,"Thành lập 1999, Công ty Cổ phần Tin học Vũ Thảo có bề dày kinh nghiệm và năng lực chuyên sâu trong các lĩnh vực như, ,  Tư vấn Lập dự án đầu tư đấu thầu quản lý dự án, ,  Thiết kế xây dựng công trình CNTT Thiêt kê va chuyên giao cac dich vu CNTT phần mềm và hệ thống phần mềm cơ sở dữ liệu và hệ thống cơ sở dữ liệu mang và hê thông may tinh, website, ,  Tầm nhìn, , Chúng tôi không ngừng sáng tạo và phấn đấu để trở thành công ty hàng đầu trong lĩnh vực cung cấp các sản phẩm phần mềm Quản trị Doanh nghiệp Khách hàng hài lòng với dịch vụ, sản phẩm vận hành hiệu quả và mang đến kết quả giảm chi phí, tăng lợi nhuận chính là niềm vui, niềm tự hào và động lực vươn lên của của tập thể nhân viên Vũ Thảo, ,  Sứ mệnh, , Sáng tạo không ngừng, sử dụng công nghệ và khoa học mới nhất để tạo ra các sản phẩm phần mềm có chất lượng đẳng cấp quốc tế Luôn tiếp thu và học hỏi kinh nghiệm, kiến thức từ khách hàng để liên tục nâng cấp sản phẩm, đảm bảo sản phẩm mỗi ngày một tốt hơn và mang lại giá trị gia tăng nhiều hơn cho khách hàng, ,  Giá trị cốt lõi, , GIÁ TRỊ CỐT LÕI Hiệu quả sử dụng và sự hài lòng của khách hàng là tiêu chí số một của Vũ Thảo Đội ngũ nhân viên chuyên sâu kỹ thuật, đam mê và nhiệt tình trong công việc để hợp thành gia đình Vũ Thảo Sản phẩm luôn đảm bảo tiêu chí Quản trị linh động, Sử dụng dễ dàng, Chất lượng vượt trội",https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vu-thao/8800.html,"M.G Building 02 – 02B Lam Sơn, Phường 2, Quận Tân Bình Thành phố Hồ Chí Minh, VN",25-99,098 3515371,nghevuthao@gmail.com
19,CÔNG TY TNHH KIN LONG VIỆT NAM,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-kin-long-viet-nam-63462be9a7053.jpg,"Kin Long là một doanh nghiệp quy mô lớn trong ngành ngũ kim Trung Quốc, là công ty chuyên nghiệp tham gia vào lĩnh vực nghiên cứu, chế tạo và phân phối các sản phẩm ngũ kim chất lượng cao, Tổng công ty Kin Longvới bề dày hoạt động trong lĩnh vực sản xuất và nghiên cứu các loại phụ kiện ngành cửa, mặt dựng và lan can, các hệ khóa thông minh cho những công trình cao cấp Tính đến năm 2020 Tổng công ty với hơn 10000 nhân viên và có hơn 40 công ty con trong và ngoài nước, Tại thị trường Trung Quốc, kể từ năm 2010, Kin Long đã chín năm liên tiếp được chọn là một trong 500 doanh nghiệp hàng đầu tại tỉnh Quảng Đông Ngoài ra, Kin Long đã giành giải Doanh nghiệp xuất sắc của tỉnh Quảng Đông sau 40 năm cải cách mở cửaNăm 2016, Tổng công ty đã được niêm yết trên thị trường chứng khoán với mã cổ phiếu 002791, Năm 2021, Kin Long đứng thứ 349 trong số 500 công ty được niêm yết hàng đầu Trung Quốc, và một lần nữa lọt top danh sách 500 doanh nghiệp sản xuất hàng đầu tỉnh Quảng Đông vươn lên đứng thứ 87 trong bảng xếp hạng Đồng thời được chọn là doanh nghiệp thân thiện tại thành phố Đông Quan, và trong 15 năm liên tiếp đạt Doanh nghiệp tuân thủ hợp đồng nhất tỉnh Quảng Đông đây là sự ủng hộ và ghi nhận của chính phủ đối với công ty Kin Long luôn chú trọng đầu tư cho công nghệ, nghiên cứu khoa học và quyền sở hữu trí tuệ, được xếp hạng là Doanh nghiệp công nghệ cao cấp quốc gia từ năm 2009, Tại thị trường Việt Nam, sản phẩm phụ kiện Kin Long đã có mặt trên 10 năm với những công trình tiêu biểu như Royal City, Vincom Village, Times City, Indochina Plaza, Dolphin Plaza, Tòa nhà Văn phòng Quốc hội, Sân bay Cát Bi Hải Phòng, Công ty Kin Long luôn hướng tới quốc tế hóa và phấn đấu trở thành một thương hiệu mang tầm thế giới, là môi trường xứng đáng để gắn bó và phấn đấu, Văn Phòng Chi Nhánh Thành Phố Hồ Chí Minh, Địa chỉ Tòa nhà Nam Sông Tiền  Tầng 8, 180 Nguyễn Văn Trỗi, phường 8, quận Phú Nhuận, TPHCM, Điện thoại 848 3997 7798, Văn Phòng Đại diện Đà Nẵng, Địa chỉ 42 Hàn Thuyên, quận Hải Châu, thành phố Đà Nẵng, Điện thoại 84 915 54 80 36, Văn Phòng Đại diện Thành Phố Hải Phòng, Địa chỉ  Số 24 Lê Thánh Tông, Phường Máy Tơ, Quận Ngô Quyền, TP Hải Phòng , Điện thoại 844 35 579 978, Địa chỉ Kho Hàng, 1 Kho Hà Nội Thôn Tiên Tân, Xã Hồng Hà, Huyện Đan Phượng, Thành phố Hà Nội, 2 Kho Hồ chí Minh Lô A5, Đường số 1, khu công nghiệp Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, TP HCM, 3 Kho Đà Nẵng Lô B110B111và B112,đường Nguyễn Phục,xa0 KCN Dịch Vụ thủy sản Đà Nẵng, Quận Sơn Trà, TP Đà Nẵng",https://www.topcv.vn/cong-ty/cong-ty-tnhh-kin-long-viet-nam/84420.html,"Tầng 3 TTTM, tòa nhà CTM Complex, số 139 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",100-499,098 4745057,longvietnam@gmail.com
20,Liên Hiệp HTX Thương mại TP.HCM (Saigon Co.op),https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/b1646bad3174935c75a1f91b16e1520d-61c1730e64e24.jpg,"Khởi nghiệp từ năm 1989, Saigon Coop là tổ chức kinh tế Hợp tác xã theo nguyên tắc xác lập sở hữu tập thể, hoạt động sản xuất kinh doanh tự chủ và tự chịu trách nhiệm Từ năm 1992  1997, cùng với sự phát triển của nền kinh tế đất nước, Saigon Coop đã khởi đầu bằng việc liên doanh liên kết với các công ty nước ngoài để gia tăng thêm nguồn lực cho hướng phát triển của mình, Ngày 09021996, Saigon Coop chính thức ra mắt siêu thị Coopmart đầu tiên  Coopmart Cống Quỳnh mở đầu cho chặng đường phát triển mới kinh doanh bán lẻ theo hướng văn minh, hiện đại phù hợp với xu hướng phát triển của thời đại, Bên cạnh hệ thống siêu thị Coopmart, Saigon Coop nhanh chóng nghiên cứu những mô hình kinh doanh mới, phù hợp với từng phân khúc khách hàng đại siêu thị CoopXtra cửa hàng thực phẩm an toàn tiện lợi Coop Food cửa hàng tạp hóa hiện đại Coop Smile cửa hàng tiện lợi 24h Cheers khu phức hợp thương mại SC Vivo city trung tâm thương mại Sense City chợ hiện đại Sense Market Bắt nhịp tốc độ phát triển vũ bão của công nghệ thông tin, Saigon Coop đã phát triển loại hình mua sắm không qua cửa hàng và ngày càng được khách hàng tín nhiệm kênh mua sắm qua truyền hình HTV Coop website bán hàng trực tuyến Coopmartvn, Chạm mốc kỷ niệm 32 năm thành lập 1989  2019, Saigon Coop đã đưa vào hoạt động hơn 650 điểm bán trên toàn quốc hàng ngày đón tiếp hơn 1000000 triệu lượt khách hàng đến tham quan và mua sắm, , , ",https://www.topcv.vn/cong-ty/lien-hiep-htx-thuong-mai-tp-hcm-saigon-co-op/84741.html,"199-205 Nguyễn Thái Học, P. Phạm Ngũ Lão, Q.1, Hồ Chí Minh, Việt Nam",500-1000,098 1429105,tphcmsaigoncoop@gmail.com
21,Công ty cổ phần BDA.SC,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-bda-sc-5e4f8b0385a09.jpg,"Công ty sản xuất và xây dựng giải pháp phần mềm trong lĩnh vực,  Số hóa dữ liệu chuyển đổi dữ liệu từ bản chụp sang bản điện tử ứng dụng khai thác và sử dụng dữ liệu,  Thu thập và phân tích, khai thác sử dụng dữ liệu lớn bigdata,  Xây dựng cổng thông tin,  ",https://www.topcv.vn/cong-ty/cong-ty-co-phan-bda-sc/25544.html,"80 Trần Thái Tông, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",25-99,098 4617366,cophanbdasc@gmail.com
22,"INFINIQ Vietnam Co.,ltd",https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/infiniq-vietnam-coltd-637c4eb722c79.jpg,"INFINIQ là tập đoàn Hàn Quốc đi đầu trong ngành công nghiệp cung cấp dữ liệu cho xe tự động dựa trên trí tuệ nhân tạo AI INFINIQ đã và đang hoạt động trên toàn cầu với 8 Hiệp hội trên 9 quốc gia cùng hơn 500 đối tác khách hàng trong nước cũng như trên toàn thế giới Hiện nay, INFINIQ đã nộp đơn xin cấp bằng sáng chế với 96 trường hợp cho cả trong và ngoài nước, nắm giữ 5 bản quyền thương hiệu, INFINIQ Việt Nam được thành lập năm 2018 với sứ mệnh cung cấp đội ngũ nguồn nhân lực ưu tú, chuyên nghiệp phục vụ trong ngành công nghiệp trí tuệ nhân tạo  lĩnh vực công nghệ của tương lai INFINIQ Việt Nam là đối tác cung cấp dịch vụ dữ liệu cho rất nhiều tập đoàn lớn như Qualcomm, SamSung, HyunDai, LGBên cạnh đó, INFINIQ Việt Nam còn cung cấp các dịch vụ tư vấn và kiểm tra phần mềm, kiểm tra chất lượng và độ ổn định của các sản phẩm trong ngành công nghiệp chuyên biệt, Nhằm củng cố vị thế trong ngành công nghiệp trí tuệ nhân tạo AI tại Việt Nam, chúng tôi đang tìm kiếm số lượng lớn các bạn trẻ, năng động, nhiệt huyết trở thành thành viên của INFINIQ Việt NamHãy đến với chúng tôi để trở thành một phần xu hướng của thời đại, httpsinfiniqcokren, ",https://www.topcv.vn/cong-ty/infiniq-vietnam-co-ltd/90192.html,"Lot 2C1, KĐT Nam Trung Yên, Trung Hoà, Cầu Giấy",100-499,098 3666965,infiniqvietnamcoltd@gmail.com
23,OneTech Asia,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/onetech-asia-5cff690a2b446.jpg,"Con người đã trải qua hàng bao nhiêu ngàn năm lịch sử, nhưng chúng ta mới cảm nhận sự tiến bộ, phát triển vượt bật chưa từng có trong tất cả lĩnh vực chỉ trong 150 năm gần đây Từ khi chiếc điện thoại đầu tiên, chiếc xe máy đầu tiên, máy bay đầu tiên được ra đời trong một khoảng thời gian rất ngắn, nó đã đánh dấu cho sự ra đời cho một thời đại công nghệ của loài người Trong 20 năm qua sự phát triển của máy tính, internet, smartphone, đã càng minh chứng tốc độ phát triển kinh ngạc đó, , OneTech ra đời với một sứ mệnh áp dụng những công nghệ mới nhất, tiên tiến nhất để tạo ra những dịch vụ mới nhất, tốt nhất phục vụ những lợi ích tối đa cho con người, làm cho đời sống vật chất và tinh thần con người ngày càng tốt hơn và hạnh phúc hơn, , Để làm được điều đó chúng tôi luôn xem con người là yếu tố quyết định Chúng tôi đã đang và sẽ tạo ra một môi trường làm việc mà tất cả nhân viên được trưởng thành, phát triển, được cảm thấy hạnh phúc Một môi trường thoải mái, vui vẻ, công bằng, được tôn trọng, tin tưởng, được đánh giá xứng đáng với năng lực và cống hiến Một môi trường kết hợp được sự linh hoạt, thông minh, khéo léo của người Việt Nam kết hợp tinh thần trách nhiệm, kỷ luật, chuyên nghiệp của người Nhật, , Đặc biệt chúng tôi tạo mọi điều kiện để nhân viên không những phát triển kĩ năng chuyên môn mà còn nâng cao kĩ năng ngoại ngữ, quản lí, lập ý tưởng để phát triển và vận hành sản phẩm, dịch vụ Nếu phát triển được kĩ năng toàn diện như vậy thì không chỉ đóng góp vào sự phát triển của công ty mà còn giúp ích cho bản thân, đóng góp và cống hiến cho xã hội",https://www.topcv.vn/cong-ty/onetech-asia/22313.html,"142 Hien Vuong, P. Phu Thanh, Q. Tan Phu, TP HCM",25-99,098 5366479,onetechasia@gmail.com
24,Sync Partners,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/uytDXNAt5kNdWvIl3xOcF9IrH3Ao9FOO_1661936544____e7299db23ed83ba11f5b169db6651e0f.JPG,"Công ty Sync Partners được thành lập ngày 142021 với sự góp vốn của 2 công ty chính là IT Partner Link và Tozan Với nhiều năm kinh nghiệm trong lĩnh vực tư vấn và phát triển phần mềm, Sync Partners giúp các công ty sản xuất Nhật đặt chi nhánh tại Việt Nam xây dựng hệ thống quản trị, quản lý, giúp tiết kiệm thời gian, chi phí, nâng cao năng suất lao động, Hiện nay chúng tôi đang mong muốn mở rộng và phát triển thị trường phía Nhật Bản, để làm được điều đó, chúng tôi mời các bạn là lập trình viên từ chưa có kinh nghiệm đến nhiều năm kinh nghiêm gia nhập cùng chúng tôi, Với hy vọng tạo ra những giá trị cao nhất đóng góp cho ngành IT Việt Nam, chúng tôi hoan nghênh tất cả các bạn trẻ đến với chúng tôi",https://www.topcv.vn/cong-ty/sync-partners/117434.html,"1-14-4, Meikou, Minato-ku, Nagoya-shi, Aichi",10-24,098 2462296,syncpartners@gmail.com
25,CÔNG TY CỔ PHẦN ADVANCE TECH VIỆT NAM,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/QITvP8lRyOhcsMXNU7jKl36dmkkqx5DG_1682390846____64a9d4e60e8caf164ec77e759d1a1326.jpg,"Công ty cổ phần Advance Tech Việt Nam là một công ty về lĩnh vực lập trình phần mềm với các đối tác chiến lược như Viettel, MB Bank, Mutosi vv Công ty hướng tới mục tiêu phát triển bền vững và trở thành một công ty công nghệ chuyên nghiệp của Việt Nam, Advance Tech xác định nguồn nhân lực là yếu tố sản sinh ra mọi nguồn lực của Công ty Công ty Cổ phần Advance Tech chú trọng thu hút các nhân tài, đào tạo về nghiệp vụ chuyên môn và công nghệ, đãi ngộ thỏa đáng để xây dựng một lực lượng hùng hậu cho sự phát triển bền vững của công ty, uf050 Chất lượng sản phẩm và dịch vụ Advance Tech nhận thức rằng sự trung thành của khách hàng sẽ đưa Công ty tới thành công và chỉ có chất lượng của sản phẩm và dịch vụ mới là phương tiện mang tính quyết định để giữ vững sự trung thành của khách hàng Advance Tech áp dụng dây truyền công nghệ sản xuất tiên tiến nhất, tận tụy và bằng mọi cách đem đến những sản phẩm và dịch vụ tốt nhất cho khách hàng, uf050 Quan hệ hợp tác Advance Tech mở rộng quan hệ hợp tác với các đối tác xa0nhằm kịp thời đưa công nghệ mới nhất, tiên tiến nhất vào sản phẩm và dịch vụ theo các yêu cầu đặc thù của khách hàng,  Các công nghệ sử dụng java, spring boot, angular, zk framework, oracle, mysql, ,  Các dự án về ngân hàng, quản lý kinh doanh, thương mại điện tử, vv",https://www.topcv.vn/cong-ty/cong-ty-co-phan-advance-tech-viet-nam/141627.html,"Số 261 Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Tp Hà Nội",25-99,098 2526824,techvietnam@gmail.com
26,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRINITY,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/9A0APPCwsk6G3TMve6IaMR1A8pTwW4K9_1666166644____40dfd6908ee797ad59c70e6a721d8b69.png,Trinity Technology is one of the emerging software companies in Vietnam providing highquality information technology products and services in a timely and cost eﬀective fashion since 2021,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-trinity/109297.html,"Hancrop Plaza, 72 Tran Dang Ninh, Cau Giay, Ha Noi",25-99,098 6291042,congnghetrinity@gmail.com
27,CÔNG TY CỔ PHẦN TIN HỌC VIỄN THÔNG VINAFORE,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/ddHTm5G3QG8kK2frIZLVtJaFOhSey1b2_1685608832____9fdc8ebf1a73d7101e228ce41a333cad.png," VINAFORE được thành lập từ năm 2013 và là một trong những doanh nghiệp công nghệ cao hàng đầu Việt Nam Công ty chuyên cung cấp các sản phẩm, dịch vụ và giải pháp công nghệ tiên tiến phục vụ cho các doanh nghiệp khối Enterprise và FDI,  VINAFORE là đối tác cung cấp các giải pháp, phần mềm và các thiết bị công nghệ  viễn thông cho hầu hết các Nhà máy, Khu công nghiệp vốn FDI Đài Loan, Nhật Bản, Hàn Quốc, Trung QuốcBên cạnh các sản phẩm, giải pháp cho công ty phát triển, VINA FORE còn là nhà cung cấp, tích hợp giải pháp và sản phẩm của các hãng công nghệ hàng đầu thế giới như DELL, CISCO, FLUKE NETWORKSđảm bảo đáp ứng nhu cầu đa dạng của khách hàng về hệ thống Data Center, hệ thống truyền dẫn, mạng lõi, hạ tầng mạng và các dịch vụ công nghệ, dịch vụ số khác,  VINAFORE hiện là ,  Gold partner của DELL tại Việt Nam,  Đại lý cao cấp của VMware, Veeam, Commscope, HPE, Cisco, Qnap, Sysnology, HIK, Asus, Fortinet,  Tổng đại lý phân phối  Supermicro, Fluke Networks",https://www.topcv.vn/cong-ty/cong-ty-co-phan-tin-hoc-vien-thong-vinafore/143809.html,"Số 34 Đường số 5 Khu Dân Cư Him Lam, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",100-499,098 5296879,vienthongvinafore@gmail.com
28,Ngân hàng xây dựng Việt Nam,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/PuK4tQWHKxCTsVhLFvOeg4NoyZCpQ6s6_1664524406____6786d5dfdc5278e9ddc90a23fefaaff1.png,"Ngân hàng Thương mại TNHH MTV Xây dựng Việt Nam được chuyển đổi mô hình từ Ngân hàng TMCP Xây dựng Việt Nam theo quyết định số 250QĐNHNN ngày 05032015 của Ngân hàng Nhà nước Tên Tiếng Việt, tên viết tắt Tiếng Việt, tên Tiếng Anh và tên viết tắt Tiếng Anh lần lượt là Ngân hàng thương mại trách nhiệm hữu hạn một thành viên Xây dựng Việt Nam  Ngân hàng Xây dựng  Construction Bank  CB, Sau 3 năm chính thức trở lại hoạt động, đến nay, Ngân hàng Xây dựng CB có vốn điều lệ đạt 3000 tỷ đồng cùng hệ thống mạng lưới hơn 100 điểm hoạt động trên toàn quốc Là Ngân hàng 100 vốn sở hữu Nhà nước với sự hỗ trợ toàn diện của Vietcombank về quản trị, công nghệ, khách hàng, thanh khoảnNgân hàng Xây dựng định hướng phát triển trở thành một ngân hàng bán lẻ đa năng trên nền tảng công nghệ hiện đại",https://www.topcv.vn/cong-ty/ngan-hang-xay-dung-viet-nam/121328.html,"41A Lý Thái Tổ, Hoàn Kiếm, Hà Nội và Số 10 Lý Tự Trọng, Phường Bến Nghé, Quận 1, TP.HCM",1000+,098 2424228,dungvietnam@gmail.com
